EmpID,Employee Job Title,Region,OrderType,CustState,ProdCategory,ProdID,Quantity,Price,Discount,Total,IsBusiness,Sales Tier,Is Senior Sales,ID,Category,ProductName,ListPrice
900016448,Sales Associate IV,Northeast,Retail,New Jersey,Fitness,FT682,2,28.7900009,0,57.5800018,False,4,True,FT682,Fitness,Insulated water bottle - 40oz - Green,28.7900009
900012992,Sales Associate V,Central East,Retail,Kentucky,Mineral water,MW132,2,14.9899998,0,29.9799995,False,5,True,MW132,Mineral water,Mineral Water - Orange -  20oz - case,14.9899998
900012288,Sales Associate I,S Central West,Retail,Arizona,Supplements,SP125,1,13.4499998,0,13.4499998,False,1,False,SP125,Supplements,Vitamin B-complex - 100 capsules,13.4499998
900020032,Sales Associate I,S Central West,Retail,Arizona,Supplements,SP303,2,21.6000004,0,43.2000008,False,1,False,SP303,Supplements,Multivitamin - 120 capsules,21.6000004
900016320,Sales Associate II,S Central East,Retail,Texas,Fitness,FT895,1,28.7900009,0,28.7900009,False,2,False,FT895,Fitness,Insulated water bottle - 40oz - Grey,28.7900009
900014592,Sales Associate II,Northeast,Retail,New York,Mineral water,MW252,1,20.9899998,0,20.9899998,False,2,False,MW252,Mineral water,Mineral Water - Raspberry - 32oz - case,20.9899998
900010432,Sales Associate I,N Central East,Retail,Ohio,Mineral water,MW232,1,20.9899998,0,20.9899998,False,1,False,MW232,Mineral water,Mineral Water - Orange - 32oz - case,20.9899998
900012288,Sales Associate I,N Central East,Retail,Indiana,Mineral water,MW232,4,20.9899998,0,83.9599991,False,1,False,MW232,Mineral water,Mineral Water - Orange - 32oz - case,20.9899998
900013632,Sales Associate I,Southwest,Retail,California,Mineral water,MW262,3,20.9899998,0,62.9700012,False,1,False,MW262,Mineral water,Mineral Water - Strawberry - 32oz - case,20.9899998
900016640,Sales Associate I,Southeast,Retail,Georgia,Supplements,SP120,1,27.5,0,27.5,False,1,False,SP120,Supplements,Multivitamin - 180 capsules,27.5
900015104,Sales Associate I,Northeast,Retail,Massachusetts,Supplements,SP304,2,12.4899998,0,24.9799995,False,1,False,SP304,Supplements,Flaxseed Oil 1000mg - 90 capsules,12.4899998
900013632,Sales Associate I,Northwest,Retail,Washington,Mineral water,MW122,2,20.9899998,0,41.9799995,False,1,False,MW122,Mineral water,Mineral Water - Blueberry - 32oz - case,20.9899998
900013632,Sales Associate I,Northwest,Retail,Washington,Mineral water,MW122,2,20.9899998,0,41.9799995,False,1,False,MW122,Mineral water,Mineral Water - Lemon -  20oz - case,14.9899998
900013632,Sales Associate I,Southwest,Retail,California,Supplements,SP306,1,9.48999977,0,9.48999977,False,1,False,SP306,Supplements,Vitamin C-1000 mg - 80 tablets,9.48999977
900012288,Sales Associate I,N Central East,Retail,Ohio,Supplements,SP126,1,14.6000004,0,14.6000004,False,1,False,SP126,Supplements,Vitamin C-1000 mg - 140 tablets,14.6000004
900019904,Sales Associate I,Southwest,Retail,California,Supplements,SP126,2,14.6000004,0,29.2000008,False,1,False,SP126,Supplements,Vitamin C-1000 mg - 140 tablets,14.6000004
900016320,Sales Associate II,S Central East,Retail,Texas,Supplements,SP123,2,22.3500004,0,44.7000008,False,2,False,SP123,Supplements,Magnesium 250 mg - 100 tablets,22.3500004
900016448,Sales Associate IV,Northeast,Wholesale,New York,Mineral water,MW202,273,16.9899998,0.109999999,4638.16016,True,4,True,MW202,Mineral water,Mineral Water - Natural -  32oz - case,16.9899998
900012288,Sales Associate I,S Central West,Wholesale,Colorado,Mineral water,MW242,148,20.9899998,0.150000006,3106.37012,True,1,False,MW242,Mineral water,Mineral Water - Peach -32oz - case,20.9899998
900012992,Sales Associate V,Central East,Retail,Virginia,Supplements,SP203,2,19.5200005,0,39.0400009,False,5,True,SP203,Supplements,Vitamin B-complex - 160 capsules,19.5200005
900012480,Sales Associate V,N Central East,Retail,Ohio,Supplements,SP203,1,19.5200005,0,19.5200005,False,5,True,SP203,Supplements,Vitamin B-complex - 160 capsules,19.5200005
900014592,Sales Associate II,Northeast,Retail,Pennsylvania,Supplements,SP603,1,16.9899998,0,16.9899998,False,2,False,SP603,Supplements,Calcium 400 IU - 200 tablets,16.9899998
900012288,Sales Associate I,N Central East,Wholesale,Michigan,Mineral water,MW202,181,16.9899998,0.150000006,3075.04004,True,1,False,MW202,Mineral water,Mineral Water - Natural -  32oz - case,16.9899998
900018240,Sales Associate V,Central East,Retail,Tennessee,Fitness,FT181,1,19.9899998,0,19.9899998,False,5,True,FT181,Fitness,Insulated water bottle - 24oz - Purple,19.9899998
900012224,Sales Associate I,S Central East,Retail,Louisiana,Fitness,FT357,1,69.9899979,0,69.9899979,False,1,False,FT357,Fitness,Kettlebell - 25 lb,69.9899979
900012288,Sales Associate I,S Central West,Retail,Colorado,Mineral water,MW182,2,14.9899998,0,29.9799995,False,1,False,MW182,Mineral water,Mineral Water - Mango -  20oz - case,14.9899998
900019904,Sales Associate I,Southwest,Retail,California,Supplements,SP306,1,9.48999977,0,9.48999977,False,1,False,SP306,Supplements,Vitamin C-1000 mg - 80 tablets,9.48999977
900019328,Sales Associate I,Southeast,Retail,Alabama,Supplements,SP304,2,12.4899998,0,24.9799995,False,1,False,SP304,Supplements,Flaxseed Oil 1000mg - 90 capsules,12.4899998
900019328,Sales Associate I,Southeast,Retail,Florida,Fitness,FT895,1,28.7900009,0,28.7900009,False,1,False,FT895,Fitness,Insulated water bottle - 40oz - Grey,28.7900009
900010880,Sales Associate I,S Central East,Retail,Missouri,Mineral water,MW102,1,12.9899998,0,12.9899998,False,1,False,MW102,Mineral water,Mineral Water - Natural - 20oz - case,12.9899998
900013632,Sales Associate I,Southwest,Retail,California,Supplements,SP306,1,9.48999977,0,9.48999977,False,1,False,SP306,Supplements,Vitamin C-1000 mg - 80 tablets,9.48999977
900016640,Sales Associate I,Southeast,Retail,Georgia,Mineral water,MW222,2,20.9899998,0,41.9799995,False,1,False,MW222,Mineral water,Mineral Water - Lemon - 32oz - case,20.9899998
900011712,Sales Associate I,Southeast,Retail,Florida,Fitness,FT172,1,19.9899998,0,19.9899998,False,1,False,FT172,Fitness,Insulated water bottle - 24oz - Pink,19.9899998
900019904,Sales Associate I,Southwest,Retail,Nevada,Fitness,FT525,1,21.9899998,0,21.9899998,False,1,False,FT525,Fitness,Yoga mat - 3mm,21.9899998
900016640,Sales Associate I,Southeast,Retail,Florida,Mineral water,MW222,1,20.9899998,0,20.9899998,False,1,False,MW222,Mineral water,Mineral Water - Lemon - 32oz - case,20.9899998
900015104,Sales Associate I,Northeast,Retail,Massachusetts,Mineral water,MW122,2,20.9899998,0,41.9799995,False,1,False,MW122,Mineral water,Mineral Water - Blueberry - 32oz - case,20.9899998
900015104,Sales Associate I,Northeast,Retail,Massachusetts,Mineral water,MW122,2,20.9899998,0,41.9799995,False,1,False,MW122,Mineral water,Mineral Water - Lemon -  20oz - case,14.9899998
900012288,Sales Associate I,N Central East,Retail,Illinois,Fitness,FT609,156,20.7900009,0,3243.23999,True,1,False,FT609,Fitness,Yoga ball - 55cm,20.7900009
900013632,Sales Associate I,Southwest,Retail,California,Mineral water,MW202,4,16.9899998,0,67.9599991,False,1,False,MW202,Mineral water,Mineral Water - Natural -  32oz - case,16.9899998
900019840,Sales Associate I,Southwest,Retail,California,Supplements,SP609,1,8.98999977,0,8.98999977,False,1,False,SP609,Supplements,Vitamin D3 1000 IU - 160 capsules,8.98999977
900019264,Sales Associate I,Central East,Retail,Tennessee,Supplements,SP602,1,6.94999981,0,6.94999981,False,1,False,SP602,Supplements,Iron 65 mg - 150 capsules,6.94999981
900016640,Sales Associate I,Southeast,Retail,Florida,Fitness,FT485,1,22.7900009,0,22.7900009,False,1,False,FT485,Fitness,Yoga ball - 65cm,22.7900009
900015104,Sales Associate I,Northeast,Retail,New York,Mineral water,MW152,2,14.9899998,0,29.9799995,False,1,False,MW152,Mineral water,Mineral Water - Raspberry -  20oz - case,14.9899998
900010432,Sales Associate V,Central East,Retail,District of Columbia,Supplements,SP303,1,21.6000004,0,21.6000004,False,5,True,SP303,Supplements,Multivitamin - 120 capsules,21.6000004
900011712,Sales Associate I,Southeast,Retail,Alabama,Supplements,SP607,1,24.1000004,0,24.1000004,False,1,False,SP607,Supplements,Vitamin B-complex - 200 capsules,24.1000004
900012480,Sales Associate V,N Central East,Wholesale,Michigan,Fitness,FT139,223,19.9899998,0.140000001,4457.62988,True,5,True,FT139,Fitness,Insulated water bottle - 24oz - Blue,19.9899998
900012480,Sales Associate V,N Central East,Wholesale,Michigan,Fitness,FT139,223,19.9899998,0.140000001,4457.62988,True,5,True,FT139,Fitness,Slam ball - 25 lb,55.9500008
900010432,Sales Associate I,N Central East,Retail,Ohio,Fitness,FT434,300,19.9899998,0,5997,True,1,False,FT434,Fitness,Insulated water bottle - 24oz - Grey,19.9899998
900017088,Sales Associate V,Southwest,Retail,California,Supplements,SP305,2,32.6500015,0,65.3000031,False,5,True,SP305,Supplements,Magnesium 250 mg - 160 tablets,32.6500015
900013632,Sales Associate I,Southwest,Retail,California,Fitness,FT644,1,28.7900009,0,28.7900009,False,1,False,FT644,Fitness,Insulated water bottle - 40oz - Pink,28.7900009
900019840,Sales Associate I,Southwest,Retail,California,Mineral water,MW162,2,14.9899998,0,29.9799995,False,1,False,MW162,Mineral water,Mineral Water - Strawberry -  20oz - case,14.9899998
900019840,Sales Associate I,Southwest,Retail,California,Supplements,SP603,1,16.9899998,0,16.9899998,False,1,False,SP603,Supplements,Calcium 400 IU - 200 tablets,16.9899998
900012288,Sales Associate I,N Central East,Retail,Wisconsin,Supplements,SP125,2,13.4499998,0,26.8999996,False,1,False,SP125,Supplements,Vitamin B-complex - 100 capsules,13.4499998
900010816,Sales Associate V,Northwest,Retail,Idaho,Supplements,SP204,2,6.98999977,0,13.9799995,False,5,True,SP204,Supplements,Vitamin D3 1000 IU - 100 capsules,6.98999977
900013632,Sales Associate I,Southwest,Retail,California,Fitness,FT350,1,79.9899979,0,79.9899979,False,1,False,FT350,Fitness,Kettlebell - 30 lb,79.9899979
900016384,Sales Associate I,Northwest,Retail,Connecticut,Mineral water,MW112,1,14.9899998,0,14.9899998,False,1,False,MW112,Mineral water,Mineral Water - Blueberry -  20oz - case,14.9899998
900010880,Sales Associate II,Southwest,Retail,California,Fitness,FT434,1,19.9899998,0,19.9899998,False,2,False,FT434,Fitness,Insulated water bottle - 24oz - Grey,19.9899998
900012288,Sales Associate I,S Central West,Wholesale,Arizona,Mineral water,MW282,276,20.9899998,0.140000001,5793.1001,True,1,False,MW282,Mineral water,Mineral Water - Mango - 32oz - case,20.9899998
900012992,Sales Associate V,Central East,Wholesale,Virginia,Mineral water,MW152,167,14.9899998,0.0599999987,2503.27002,True,5,True,MW152,Mineral water,Mineral Water - Raspberry -  20oz - case,14.9899998
900019008,Sales Associate V,S Central East,Retail,Mississippi,Fitness,FT344,2,28.7900009,0,57.5800018,False,5,True,FT344,Fitness,Insulated water bottle - 40oz - Purple,28.7900009
900019008,Sales Associate V,S Central East,Retail,Texas,Mineral water,MW262,3,20.9899998,0,62.9700012,False,5,True,MW262,Mineral water,Mineral Water - Strawberry - 32oz - case,20.9899998
900016640,Sales Associate I,Southeast,Retail,Georgia,Supplements,SP607,1,24.1000004,0,24.1000004,False,1,False,SP607,Supplements,Vitamin B-complex - 200 capsules,24.1000004
900018688,Sales Associate IV,N Central East,Retail,Illinois,Fitness,FT280,1,43.9500008,0,43.9500008,False,4,True,FT280,Fitness,Slam ball - 5 lb,43.9500008
900018688,Sales Associate IV,N Central East,Retail,Kansas,Mineral water,MW182,3,14.9899998,0,44.9700012,False,4,True,MW182,Mineral water,Mineral Water - Mango -  20oz - case,14.9899998
900015936,Sales Associate III,Northeast,Retail,New York,Supplements,SP123,4,22.3500004,0,89.4000015,False,3,False,SP123,Supplements,Magnesium 250 mg - 100 tablets,22.3500004
900013632,Sales Associate I,Southwest,Retail,California,Mineral water,MW152,2,14.9899998,0,29.9799995,False,1,False,MW152,Mineral water,Mineral Water - Raspberry -  20oz - case,14.9899998
900012288,Sales Associate I,N Central East,Retail,Kansas,Mineral water,MW222,6,20.9899998,0,125.940002,False,1,False,MW222,Mineral water,Mineral Water - Lemon - 32oz - case,20.9899998
900017984,Sales Associate I,S Central West,Wholesale,Colorado,Fitness,FT976,95,19.9899998,0.140000001,1898.91003,True,1,False,FT976,Fitness,Insulated water bottle - 24oz - Green,19.9899998
900019008,Sales Associate V,S Central East,Retail,Missouri,Supplements,SP126,1,14.6000004,0,14.6000004,False,5,True,SP126,Supplements,Vitamin C-1000 mg - 140 tablets,14.6000004
900016448,Sales Associate IV,Northeast,Retail,New York,Fitness,FT530,1,12.9899998,0,12.9899998,False,4,True,FT530,Fitness,Resistance bands - 30 lb,12.9899998
900017088,Sales Associate V,Southwest,Retail,California,Mineral water,MW132,2,14.9899998,0,29.9799995,False,5,True,MW132,Mineral water,Mineral Water - Orange -  20oz - case,14.9899998
900012352,Sales Associate I,Southeast,Retail,Florida,Supplements,SP201,1,12.9899998,0,12.9899998,False,1,False,SP201,Supplements,Calcium 400 IU - 140 tablets,12.9899998
900012288,Sales Associate I,S Central West,Retail,Colorado,Supplements,SP125,2,13.4499998,0,26.8999996,False,1,False,SP125,Supplements,Vitamin B-complex - 100 capsules,13.4499998
900020032,Sales Associate I,S Central West,Retail,Colorado,Fitness,FT895,2,28.7900009,0,57.5800018,False,1,False,FT895,Fitness,Insulated water bottle - 40oz - Grey,28.7900009
900016320,Sales Associate II,S Central East,Retail,Louisiana,Mineral water,MW122,2,14.9899998,0,29.9799995,False,2,False,MW122,Mineral water,Mineral Water - Blueberry - 32oz - case,20.9899998
900016320,Sales Associate II,S Central East,Retail,Louisiana,Mineral water,MW122,2,14.9899998,0,29.9799995,False,2,False,MW122,Mineral water,Mineral Water - Lemon -  20oz - case,14.9899998
900012352,Sales Associate I,Southeast,Wholesale,Florida,Fitness,FT525,77,21.9899998,0.100000001,1693.13,True,1,False,FT525,Fitness,Yoga mat - 3mm,21.9899998
900019008,Sales Associate V,S Central East,Retail,Oklahoma,Mineral water,MW232,2,20.9899998,0,41.9799995,False,5,True,MW232,Mineral water,Mineral Water - Orange - 32oz - case,20.9899998
900012224,Sales Associate I,S Central East,Retail,Texas,Supplements,SP125,1,13.4499998,0,13.4499998,False,1,False,SP125,Supplements,Vitamin B-complex - 100 capsules,13.4499998
900012224,Sales Associate I,S Central East,Retail,Texas,Supplements,SP602,1,6.94999981,0,6.94999981,False,1,False,SP602,Supplements,Iron 65 mg - 150 capsules,6.94999981
900014976,Sales Associate III,Southeast,Retail,Florida,Supplements,SP305,2,32.6500015,0,65.3000031,False,3,False,SP305,Supplements,Magnesium 250 mg - 160 tablets,32.6500015
900011072,Sales Associate I,Southwest,Retail,California,Supplements,SP602,2,6.94999981,0,13.8999996,False,1,False,SP602,Supplements,Iron 65 mg - 150 capsules,6.94999981
900015936,Sales Associate III,Northeast,Retail,Massachusetts,Fitness,FT682,2,28.7900009,0,57.5800018,False,3,False,FT682,Fitness,Insulated water bottle - 40oz - Green,28.7900009
900018688,Sales Associate II,S Central East,Retail,Louisiana,Fitness,FT727,1,10.9899998,0,10.9899998,False,2,False,FT727,Fitness,Resistance bands - 10 lb,10.9899998
900011712,Sales Associate I,Southeast,Retail,Florida,Mineral water,MW202,3,16.9899998,0,50.9700012,False,1,False,MW202,Mineral water,Mineral Water - Natural -  32oz - case,16.9899998
900019904,Sales Associate I,Southwest,Retail,California,Supplements,SP609,2,8.98999977,0,17.9799995,False,1,False,SP609,Supplements,Vitamin D3 1000 IU - 160 capsules,8.98999977
900019904,Sales Associate I,Southwest,Retail,California,Supplements,SP202,1,4.75,0,4.75,False,1,False,SP202,Supplements,Iron 65 mg - 80 capsules,4.75
900019328,Sales Associate I,Southeast,Retail,Georgia,Fitness,FT870,2,55,0,110,False,1,False,FT870,Fitness,Resistance bands - set of 5,55
900012736,Sales Associate V,N Central East,Retail,Minnesota,Mineral water,MW262,1,20.9899998,0,20.9899998,False,5,True,MW262,Mineral water,Mineral Water - Strawberry - 32oz - case,20.9899998
900011712,Sales Associate I,Southeast,Retail,Florida,Mineral water,MW132,2,14.9899998,0,29.9799995,False,1,False,MW132,Mineral water,Mineral Water - Orange -  20oz - case,14.9899998
900010880,Sales Associate I,S Central East,Retail,Texas,Supplements,SP609,1,8.98999977,0,8.98999977,False,1,False,SP609,Supplements,Vitamin D3 1000 IU - 160 capsules,8.98999977
900015104,Sales Associate I,Northeast,Retail,New York,Supplements,SP609,1,8.98999977,0,8.98999977,False,1,False,SP609,Supplements,Vitamin D3 1000 IU - 160 capsules,8.98999977
900016128,Sales Associate I,N Central West,Retail,Montana,Supplements,SP126,355,14.6000004,0,5183,True,1,False,SP126,Supplements,Vitamin C-1000 mg - 140 tablets,14.6000004
900016640,Sales Associate I,Southeast,Wholesale,Florida,Mineral water,MW132,274,14.9899998,0.100000001,4107.16016,True,1,False,MW132,Mineral water,Mineral Water - Orange -  20oz - case,14.9899998
900011712,Sales Associate I,Southeast,Retail,Florida,Supplements,SP126,2,14.6000004,0,29.2000008,False,1,False,SP126,Supplements,Vitamin C-1000 mg - 140 tablets,14.6000004
900013632,Sales Associate I,Southwest,Retail,California,Supplements,SP607,2,24.1000004,0,48.2000008,False,1,False,SP607,Supplements,Vitamin B-complex - 200 capsules,24.1000004
900015488,Sales Associate V,N Central East,Retail,Ohio,Fitness,FT181,1,19.9899998,0,19.9899998,False,5,True,FT181,Fitness,Insulated water bottle - 24oz - Purple,19.9899998
900019904,Sales Associate I,Southwest,Retail,California,Fitness,FT139,1,19.9899998,0,19.9899998,False,1,False,FT139,Fitness,Insulated water bottle - 24oz - Blue,19.9899998
900019904,Sales Associate I,Southwest,Retail,California,Fitness,FT139,1,19.9899998,0,19.9899998,False,1,False,FT139,Fitness,Slam ball - 25 lb,55.9500008
900014592,Sales Associate II,Northeast,Retail,Connecticut,Mineral water,MW102,3,12.9899998,0,38.9700012,False,2,False,MW102,Mineral water,Mineral Water - Natural - 20oz - case,12.9899998
900016384,Sales Associate I,Northwest,Retail,Alaska,Supplements,SP126,1,14.6000004,0,14.6000004,False,1,False,SP126,Supplements,Vitamin C-1000 mg - 140 tablets,14.6000004
900018688,Sales Associate IV,N Central East,Retail,Indiana,Supplements,SP603,2,16.9899998,0,33.9799995,False,4,True,SP603,Supplements,Calcium 400 IU - 200 tablets,16.9899998
900016640,Sales Associate I,Southeast,Retail,Florida,Mineral water,MW272,5,20.9899998,0,104.949997,False,1,False,MW272,Mineral water,Mineral Water - Cranberry - 32oz - case,20.9899998
900012480,Sales Associate V,N Central East,Wholesale,Illinois,Supplements,SP203,99,19.5200005,0.150000006,1932.32996,True,5,True,SP203,Supplements,Vitamin B-complex - 160 capsules,19.5200005
900015936,Sales Associate III,Northeast,Wholesale,Vermont,Supplements,SP121,163,16.9899998,0.140000001,2769.22998,True,3,False,SP121,Supplements,Flaxseed Oil 1000mg - 120 capsules,16.9899998
900013632,Sales Associate V,Central East,Retail,District of Columbia,Fitness,FT981,1,59.9900017,0,59.9900017,False,5,True,FT981,Fitness,Kettlebell - 20 lb,59.9900017
900015488,Sales Associate V,N Central East,Retail,Minnesota,Mineral water,MW182,1,14.9899998,0,14.9899998,False,5,True,MW182,Mineral water,Mineral Water - Mango -  20oz - case,14.9899998
900019328,Sales Associate I,Southeast,Retail,Alabama,Mineral water,MW122,1,20.9899998,0,20.9899998,False,1,False,MW122,Mineral water,Mineral Water - Blueberry - 32oz - case,20.9899998
900019328,Sales Associate I,Southeast,Retail,Alabama,Mineral water,MW122,1,20.9899998,0,20.9899998,False,1,False,MW122,Mineral water,Mineral Water - Lemon -  20oz - case,14.9899998
900019008,Sales Associate V,S Central East,Retail,Texas,Fitness,FT422,1,90.5500031,0,90.5500031,False,5,True,FT422,Fitness,Battle rope - 1.5 inch,90.5500031
900012992,Sales Associate V,Central East,Wholesale,Kentucky,Fitness,FT350,130,79.9899979,0.00999999978,10398.6904,True,5,True,FT350,Fitness,Kettlebell - 30 lb,79.9899979
900011072,Sales Associate I,Southwest,Wholesale,California,Mineral water,MW122,448,14.9899998,0.0700000003,6715.4502,True,1,False,MW122,Mineral water,Mineral Water - Blueberry - 32oz - case,20.9899998
900011072,Sales Associate I,Southwest,Wholesale,California,Mineral water,MW122,448,14.9899998,0.0700000003,6715.4502,True,1,False,MW122,Mineral water,Mineral Water - Lemon -  20oz - case,14.9899998
900019328,Sales Associate I,Southeast,Wholesale,Florida,Supplements,SP304,185,12.4899998,0.0500000007,2310.6001,True,1,False,SP304,Supplements,Flaxseed Oil 1000mg - 90 capsules,12.4899998
900016448,Sales Associate IV,Northeast,Retail,New Jersey,Mineral water,MW202,3,16.9899998,0,50.9700012,False,4,True,MW202,Mineral water,Mineral Water - Natural -  32oz - case,16.9899998
900016448,Sales Associate IV,Northeast,Retail,New Jersey,Mineral water,MW122,3,20.9899998,0,62.9700012,False,4,True,MW122,Mineral water,Mineral Water - Blueberry - 32oz - case,20.9899998
900016448,Sales Associate IV,Northeast,Retail,New Jersey,Mineral water,MW122,3,20.9899998,0,62.9700012,False,4,True,MW122,Mineral water,Mineral Water - Lemon -  20oz - case,14.9899998
900012224,Sales Associate I,S Central East,Retail,Texas,Mineral water,MW222,4,20.9899998,0,83.9599991,False,1,False,MW222,Mineral water,Mineral Water - Lemon - 32oz - case,20.9899998
900010880,Sales Associate II,Southwest,Retail,California,Supplements,SP604,1,6.8499999,0,6.8499999,False,2,False,SP604,Supplements,"Vitamin A 10,000 IU - 75 capsules",6.8499999
900013632,Sales Associate I,Southwest,Retail,California,Supplements,SP123,2,22.3500004,0,44.7000008,False,1,False,SP123,Supplements,Magnesium 250 mg - 100 tablets,22.3500004
900016640,Sales Associate I,Southeast,Retail,Florida,Supplements,SP203,2,19.5200005,0,39.0400009,False,1,False,SP203,Supplements,Vitamin B-complex - 160 capsules,19.5200005
900019264,Sales Associate I,Central East,Retail,Delaware,Mineral water,MW252,4,20.9899998,0,83.9599991,False,1,False,MW252,Mineral water,Mineral Water - Raspberry - 32oz - case,20.9899998
